IDITEM;IDBRAND;IDTYPE;IDCATEGORY;ARTNR;PARTNR;DESCRIPTION;TEXT1;TEXT2;TEXT3;TEXT4;TEXT5;TEXT6;TEXT7;TEXT8;TEXT9;TEXT10;NUMBER1;NUMBER2;NUMBER3;NUMBER4;NUMBER5;NUMBER6;NUMBER7;NUMBER8;NUMBER9;NUMBER10;BOOL1;BOOL2;BOOL3;BOOL4;BOOL5;BOOL6;BOOL7;BOOL8;BOOL9;BOOL10;TIMESTAMP
31000096;20000264;group;2007;;;imageCLASS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000097;20000264;group;2007;;;imagePROGRAF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000098;20000264;group;2007;;;imagePROGRAF W;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000099;20000264;group;2007;;;imageRUNNER C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000100;20000264;group;2007;;;imageRUNNER;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000101;20000264;group;2007;;;IP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000102;20000264;group;2007;;;iR-C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000103;20000264;group;2007;;;iR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000104;20000264;group;2007;;;KP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000105;20000264;group;2007;;;KX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000106;20000264;group;2007;;;Laser Class;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000107;20000264;group;2007;;;Laserbase;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000108;20000264;group;2007;;;Lasershot;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000109;20000264;group;2007;;;LBP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000110;20000264;group;2007;;;MP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000111;20000264;group;2007;;;MPF;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000112;20000264;group;2007;;;Multipass;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000113;20000264;group;2007;;;MX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000114;20000264;group;2007;;;N;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000116;20000264;group;2007;;;NP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000117;20000264;group;2007;;;P;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000118;20000264;group;2007;;;PC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000362;20000746;group;2007;;;Optra;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000363;20000746;group;2007;;;PC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000365;20000746;group;2007;;;Personal Pageprinter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000366;20000746;group;2007;;;Proprinter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000367;20000746;group;2007;;;PPS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000368;20000746;group;2007;;;Quickwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000369;20000746;group;2007;;;Selectric;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000370;20000746;group;2007;;;Superelectric;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000372;20000746;group;2007;;;Thermotronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000373;20000746;group;2007;;;Wheelprinter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000374;20000746;group;2007;;;Wheelwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000654;20001077;group;2007;;;Carrera;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000655;20001077;group;2007;;;Classic;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000656;20001077;group;2007;;;CM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000657;20001077;group;2007;;;Comfort;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000658;20001077;group;2007;;;Competence;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000659;20001077;group;2007;;;CP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000660;20001077;group;2007;;;CPA;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000661;20001077;group;2007;;;CPD;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000662;20001077;group;2007;;;CPK;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000663;20001077;group;2007;;;DE;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000664;20001077;group;2007;;;Disque;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000665;20001077;group;2007;;;DP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000666;20001077;group;2007;;;EC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000667;20001077;group;2007;;;Electric;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000668;20001077;group;2007;;;Electronic;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000669;20001077;group;2007;;;ES;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000670;20001077;group;2007;;;ESW;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000671;20001077;group;2007;;;Excellence;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000673;20001077;group;2007;;;Laserstar;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000674;20001077;group;2007;;;LP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000675;20001077;group;2007;;;LPC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000676;20001077;group;2007;;;Mastertype;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000677;20001077;group;2007;;;Mini Office;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000678;20001077;group;2007;;;Monica;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000679;20001077;group;2007;;;NP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000680;20001077;group;2007;;;NPC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000681;20001077;group;2007;;;OF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000682;20001077;group;2007;;;Olyfax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000683;20001077;group;2007;;;OM;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000684;20001077;group;2007;;;Omega;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000685;20001077;group;2007;;;Omega Compact;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000686;20001077;group;2007;;;Omega D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000687;20001077;group;2007;;;Orbit;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000688;20001077;group;2007;;;PD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000689;20001077;group;2007;;;Portable;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000690;20001077;group;2007;;;Professional;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000691;20001077;group;2007;;;RAS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000692;20001077;group;2007;;;Regina Electric;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000693;20001077;group;2007;;;Report;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000694;20001077;group;2007;;;SG;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000695;20001077;group;2007;;;SGE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000696;20001077;group;2007;;;Splendid;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000697;20001077;group;2007;;;Standard;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000698;20001077;group;2007;;;Startype;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000699;20001077;group;2007;;;Supertype;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000700;20001077;group;2007;;;TE;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000701;20001077;group;2007;;;Texstar;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000702;20001077;group;2007;;;Traveller;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000703;20001077;group;2007;;;Triplex;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000643;20001076;group;2007;;;U;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000645;20001076;group;2007;;;UN;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000922;20001289;group;2007;;;TK;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000923;20001289;group;2007;;;UX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000924;20001289;group;2007;;;UX-A;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000925;20001289;group;2007;;;UX-B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000926;20001289;group;2007;;;UX-BA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000927;20001289;group;2007;;;UX-BD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000928;20001289;group;2007;;;UX-CC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000929;20001289;group;2007;;;UX-CD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000930;20001289;group;2007;;;UX-CL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000931;20001289;group;2007;;;UX-D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000932;20001289;group;2007;;;UX-P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000933;20001289;group;2007;;;UX-S;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000934;20001289;group;2007;;;VX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000936;20001289;group;2007;;;XE;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000937;20001289;group;2007;;;XE-A;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000365;20000243;group;2007;;;PRS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000366;20000243;group;2007;;;PR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000367;20000243;group;2007;;;CSU;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000368;20000243;group;2007;;;CPS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000369;20000243;group;2007;;;H;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000371;20000243;group;2007;;;L;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000372;20000243;group;2007;;;PRU;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000373;20000246;group;2007;;;L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000374;20000246;group;2007;;;DEX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000375;20000246;group;2007;;;AP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000376;20000246;group;2007;;;B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000377;20000246;group;2007;;;S;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000379;20000246;group;2007;;;EF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000380;20000246;group;2007;;;TC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000381;20000246;group;2007;;;C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000382;20000276;group;2007;;;Sigma;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000383;20000276;group;2007;;;CR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000384;20000276;group;2007;;;HR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000385;20000276;group;2007;;;TK;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000386;20000276;group;2007;;;CW;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000387;20000276;group;2007;;;ERC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000388;20000276;group;2007;;;R;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000389;20000276;group;2007;;;IR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000390;20000276;group;2007;;;DL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000391;20000276;group;2007;;;KL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000392;20000276;group;2007;;;DR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000393;20000276;group;2007;;;JR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000394;20000276;group;2007;;;CE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000395;20000276;group;2007;;;FR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000396;20000302;group;2007;;;Swift;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000397;20000302;group;2007;;;ECR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000398;20000302;group;2007;;;MSP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000399;20000302;group;2007;;;IDP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000400;20000302;group;2007;;;CBM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000401;20000302;group;2007;;;Scribona;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000402;20000302;group;2007;;;IR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000403;20000302;group;2007;;;GSX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000404;20000302;group;2007;;;DP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000405;20000302;group;2007;;;CX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000406;20000302;group;2007;;;MP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000407;20000329;group;2007;;;MPS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000408;20000329;group;2007;;;VC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000409;20000333;group;2007;;;LG;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000410;20000388;group;2007;;;Solid;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000411;20000391;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000412;20000391;group;2007;;;NP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000413;20000391;group;2007;;;Fax L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000414;20000391;group;2007;;;CLC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000415;20000499;group;2007;;;B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000119;20000264;group;2007;;;PC-D;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000120;20000264;group;2007;;;Pixma;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000375;20000746;group;2007;;;Winwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000376;20000784;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000377;20000784;group;2007;;;IF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000378;20000784;group;2007;;;IPC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000704;20001077;group;2007;;;XL;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000705;20001099;group;2007;;;DX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000706;20001099;group;2007;;;Electronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000707;20001099;group;2007;;;Fax TAM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000708;20001099;group;2007;;;FP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000709;20001099;group;2007;;;FP-D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000992;20001328;group;2007;;;NR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000993;20001328;group;2007;;;NX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000994;20001328;group;2007;;;Radix;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000995;20001328;group;2007;;;RC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000996;20001328;group;2007;;;SCP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000997;20001328;group;2007;;;SD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000998;20001328;group;2007;;;SG;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000999;20001328;group;2007;;;SJ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001000;20001328;group;2007;;;SP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001001;20001328;group;2007;;;VS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001002;20001328;group;2007;;;Wintype;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001003;20001328;group;2007;;;X;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001004;20001328;group;2007;;;XB;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001005;20001328;group;2007;;;XR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001006;20001328;group;2007;;;Y;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001007;20001328;group;2007;;;ZA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001009;20000920;group;2007;;;IP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000437;20000730;group;2007;;;FP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000438;20000730;group;2007;;;KK;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000439;20000750;group;2007;;;M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000440;20000841;group;2007;;;K;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000441;20000851;group;2007;;;Diconix;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000442;20000861;group;2007;;;LW;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000443;20000861;group;2007;;;MP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000444;20000868;group;2007;;;Winprinter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000445;20000868;group;2007;;;Unity;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000446;20000886;group;2007;;;XM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000447;20000886;group;2007;;;Forms Printer;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000448;20000946;group;2007;;;Telex;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000449;20000969;group;2007;;;Solid;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000450;20000989;group;2007;;;M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000451;20000989;group;2007;;;FA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000452;20000999;group;2007;;;Ma;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000453;20000999;group;2007;;;RL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000454;20000999;group;2007;;;MX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000455;20001003;group;2007;;;PT;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000456;20001013;group;2007;;;F;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000457;20001013;group;2007;;;M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000458;20001013;group;2007;;;MFX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000459;20001026;group;2007;;;JX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000460;20001026;group;2007;;;R;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000461;20001047;group;2007;;;Laser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000462;20001079;group;2007;;;L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000463;20001080;group;2007;;;RS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000464;20001099;group;2007;;;KX-MB;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000465;20001122;group;2007;;;Magic;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000466;20001150;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000467;20001150;group;2007;;;L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000468;20001150;group;2007;;;DP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000469;20001154;group;2007;;;Electronic;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000470;20001161;group;2007;;;PP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000472;20001196;group;2007;;;TC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000473;20001207;group;2007;;;DA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000474;20001218;group;2007;;;PR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000475;20001250;group;2007;;;SFT Z;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000476;20001250;group;2007;;;SFT;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000477;20001250;group;2007;;;LX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000478;20001250;group;2007;;;CX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000479;20001250;group;2007;;;ICC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000480;20001250;group;2007;;;SPF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000481;20001250;group;2007;;;ECR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000482;20001250;group;2007;;;Serd;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000483;20001250;group;2007;;;CY;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000416;20000511;group;2007;;;Confax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000417;20000511;group;2007;;;Varifax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000418;20000515;group;2007;;;S;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001207;20002488;group;2007;;;Rhinopro;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001208;20002488;group;2007;;;Labelwriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001209;20001214;group;2007;;;Aficio MP C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001210;20001210;group;2007;;;Color Docustation MP C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001211;20000681;group;2007;;;Color Docustation MP C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001213;20000264;group;2007;;;i-SENSYS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001215;20000264;group;2007;;;Selphy ES;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001216;20000728;group;2007;;;PhotoSmart D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001217;20000728;group;2007;;;LaserJet M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001218;20000728;group;2007;;;LaserJet P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001219;20001076;group;2007;;;SimpleWay;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001220;20001214;group;2007;;;Aficio GX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001224;20000264;group;2007;;;Fax C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001225;20001128;group;2007;;;DM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
